FIPS,County,State,2000-2004 Democratic vote share change,2004-2008 Democratic vote share change,2008-2012 Democratic vote share change,2012-2016 Democratic vote share change,2000-2004 Republican vote share change,2004-2008 Republican vote share change,2008-2012 Republican vote share change,2012-2016 Republican vote share change,Standard deviation of Democratic change,Standard deviation of Republican change,Average of D/R standard deviations
18031,Decatur,IN,-0.058028741,0.114104791,-0.085778392,-0.094694962,0.068492458,-0.120374952,0.075735427,0.072380259,0.098053785,0.096334307,0.097194046
18033,DeKalb,IN,-0.034186718,0.106114914,-0.086507863,-0.098657043,0.048414543,-0.109312225,0.07809975,0.064774645,0.093879872,0.087384992,0.090632432
18035,Delaware,IN,-0.046582968,0.142947971,-0.065459251,-0.101480087,0.063837258,-0.145081437,0.053111156,0.065127541,0.109456282,0.103027604,0.106241943
18037,Dubois,IN,-0.023017011,0.165923902,-0.119467274,-0.082076259,0.033459381,-0.173981074,0.115402959,0.04026599,0.126767375,0.124191757,0.125479566
18039,Elkhart,IN,-0.008352353,0.146689765,-0.079799507,-0.043577446,0.025371455,-0.148699434,0.073248373,0.013359499,0.099663852,0.096543499,0.098103675
18041,Fayette,IN,-0.01196043,0.080881193,-0.061569578,-0.165979443,0.023296589,-0.08881306,0.051237522,0.146733441,0.102849528,0.096954335,0.099901932
18043,Floyd,IN,-0.030978464,0.03622876,-0.025566462,-0.046932083,0.037530847,-0.040301769,0.01682297,0.009628934,0.036505118,0.033006709,0.034755914
18045,Fountain,IN,-0.055761694,0.100142527,-0.102960819,-0.117572896,0.068601982,-0.112879723,0.094751645,0.099854207,0.09967405,0.101237617,0.100455834
18047,Franklin,IN,-0.017974531,0.028095219,-0.045355921,-0.096684781,0.028274196,-0.036807146,0.041578842,0.084130325,0.052175374,0.050094382,0.051134878
18049,Fulton,IN,-0.055918279,0.111507415,-0.088514376,-0.08848712,0.065883577,-0.121011937,0.082811585,0.063378167,0.095812808,0.096239356,0.096026082
18051,Gibson,IN,-0.053286289,0.059621757,-0.092865175,-0.094447286,0.063374471,-0.065226917,0.08473174,0.071188451,0.072457447,0.069723071,0.071090259
18053,Grant,IN,-0.058205078,0.119539062,-0.050171261,-0.10229296,0.071322576,-0.123253838,0.038959578,0.072725243,0.097608476,0.093439118,0.095523797
18055,Greene,IN,-0.043177815,0.073919152,-0.087103726,-0.119551475,0.054234241,-0.080460924,0.080719495,0.099625294,0.084600152,0.08148221,0.083041181
18057,Hamilton,IN,0.014440193,0.133571789,-0.065112432,0.051221737,-1.41455E-05,-0.134987303,0.055591596,-0.096433378,0.082494661,0.087333048,0.084913854
18059,Hancock,IN,-0.035319809,0.098620457,-0.062911895,-0.037647855,0.050677802,-0.102848833,0.051577,-0.001074394,0.073033533,0.072587344,0.072810438
18061,Harrison,IN,-0.037566387,0.046353114,-0.028962824,-0.116156909,0.051549515,-0.053119202,0.018898287,0.095318606,0.066444074,0.062581776,0.064512925
18063,Hendricks,IN,-0.009134298,0.118889106,-0.06113547,-0.017683696,0.022431812,-0.123147705,0.053282636,-0.02518082,0.077522169,0.077078868,0.077300519
18065,Henry,IN,-0.067546126,0.121852146,-0.071295993,-0.146306925,0.077177089,-0.129610862,0.059117584,0.11919612,0.11435732,0.11029724,0.11232728
18067,Howard,IN,-0.027227242,0.111593565,-0.04563455,-0.11265729,0.044250917,-0.116321723,0.03589312,0.08246478,0.094167189,0.087639449,0.090903319
18069,Huntington,IN,-0.033641102,0.1097553,-0.066319669,-0.072994194,0.05166918,-0.11312582,0.058727582,0.037116468,0.08545145,0.081645765,0.083548608
18071,Jackson,IN,-0.052798244,0.111055913,-0.073946337,-0.130642063,0.059511384,-0.119761428,0.063642229,0.108303336,0.103767865,0.100904869,0.102336367
18073,Jasper,IN,-0.024736593,0.08123001,-0.029484112,-0.113441497,0.034344149,-0.084525131,0.021207455,0.084442702,0.079751423,0.071028485,0.075389954
18075,Jay,IN,-0.06154859,0.117904229,-0.063079207,-0.151133503,0.075570383,-0.129972134,0.05861584,0.125473138,0.112960531,0.111920015,0.112440273
18077,Jefferson,IN,-0.03438733,0.069181385,-0.027290998,-0.116982373,0.046816822,-0.07565721,0.017774703,0.090374078,0.076161663,0.070301226,0.073231444
18079,Jennings,IN,-0.03740732,0.112278824,-0.075906057,-0.160762551,0.048907865,-0.12381226,0.068227829,0.140505305,0.114116305,0.112012945,0.113064625
18081,Johnson,IN,-0.026899694,0.111762266,-0.069751649,-0.037349978,0.041413109,-0.114628278,0.059503847,0.001867139,0.080314106,0.078238547,0.079276327
18083,Knox,IN,-0.059735644,0.102092196,-0.115653541,-0.102092542,0.070809272,-0.108448305,0.108666367,0.079243318,0.100165564,0.098687307,0.099426435
18085,Kosciusko,IN,-0.018046239,0.09574306,-0.078220864,-0.031512037,0.027490562,-0.100639504,0.070536006,-0.004421996,0.073818098,0.072724481,0.073271289
18087,LaGrange,IN,-0.047733199,0.105704659,-0.074866863,-0.093640961,0.061740277,-0.11342669,0.068069606,0.065522442,0.090868106,0.089306596,0.090087351
18089,Lake,IN,-0.0095188,0.057024111,-0.018505599,-0.067608774,0.022240963,-0.057916322,0.01467197,0.036686777,0.051261081,0.042224223,0.046742652
18091,LaPorte,IN,-0.000976614,0.106707996,-0.050384452,-0.113907768,0.013044228,-0.109024575,0.044265629,0.075733641,0.093173279,0.080844115,0.087008697
18093,Lawrence,IN,-0.012081394,0.086838844,-0.064644726,-0.104441764,0.028296753,-0.095263935,0.057640344,0.080706274,0.082763671,0.078396597,0.080580134
18095,Madison,IN,-0.049289748,0.126939625,-0.059796567,-0.121116137,0.057553586,-0.132481137,0.050687523,0.089416201,0.106649102,0.100608425,0.103628763
18097,Marion,IN,0.026291302,0.132175047,-0.035286724,-0.015077096,-0.005898029,-0.132401412,0.026188684,-0.02049756,0.07463781,0.068979892,0.071808851
18099,Marshall,IN,-0.029129432,0.111316476,-0.079828473,-0.080107792,0.042115885,-0.11681117,0.072860215,0.045740278,0.090403705,0.086289173,0.088346439
18101,Martin,IN,-0.024711894,0.04330652,-0.063109417,-0.101642648,0.030710531,-0.046593669,0.050997361,0.081016526,0.06180523,0.054488309,0.058146769
18103,Miami,IN,-0.036247197,0.109098215,-0.06391235,-0.125171651,0.054602225,-0.115471519,0.050582539,0.100332318,0.099316806,0.094715699,0.097016253
18105,Monroe,IN,0.098630782,0.121389257,-0.071388301,0.001038659,-0.023602609,-0.118387797,0.058800223,-0.040589501,0.089368981,0.072680522,0.081024752
18107,Montgomery,IN,-0.054553404,0.15033475,-0.097616591,-0.073949284,0.070662136,-0.156574642,0.087594432,0.049345605,0.1142195,0.113967213,0.114093357
18109,Morgan,IN,-0.027144159,0.103059344,-0.076614793,-0.08883419,0.043840467,-0.108284699,0.063855344,0.063747255,0.087778696,0.083249695,0.085514196
18111,Newton,IN,-0.033837495,0.086773956,-0.043015727,-0.148949624,0.0526052,-0.096370727,0.035994661,0.121471738,0.096399828,0.09105612,0.093727974
18113,Noble,IN,-0.039239919,0.116210546,-0.094262429,-0.090760784,0.052247601,-0.122710867,0.08760196,0.064728958,0.098739974,0.096567993,0.097653984
18115,Ohio,IN,0.003436283,0.011789684,-0.044239848,-0.117756229,-0.000778421,-0.020121083,0.036934213,0.101114011,0.059411368,0.053424987,0.056418177
18117,Orange,IN,-0.015304103,0.085794223,-0.041285317,-0.127957819,0.02838968,-0.095872772,0.032780423,0.114624023,0.088004745,0.086821521,0.087413133
18119,Owen,IN,-0.012946802,0.103455825,-0.08900444,-0.120543914,0.039526207,-0.117156982,0.083545215,0.095123527,0.099633934,0.097918674,0.098776304
18121,Parke,IN,-0.045997848,0.081041331,-0.096005639,-0.104937581,0.056923076,-0.091388724,0.088569545,0.0889483,0.085696747,0.08608623,0.085891488
18123,Perry,IN,-0.020717809,0.108722936,-0.057472433,-0.167926931,0.029008788,-0.120384988,0.054977396,0.133484437,0.114065982,0.106173222,0.110119602
18125,Pike,IN,-0.024114218,0.058663135,-0.089320487,-0.141590773,0.037013311,-0.068525674,0.077708852,0.123772046,0.08642803,0.082060166,0.084244098
18127,Porter,IN,0.001830982,0.077025908,-0.020005204,-0.07375476,0.011617273,-0.078293262,0.013016432,0.032006941,0.062505441,0.049468706,0.055987073
18129,Posey,IN,-0.057925591,0.115532127,-0.085579192,-0.088341614,0.068633943,-0.120742875,0.074951694,0.066378373,0.09738041,0.095434449,0.09640743
18131,Pulaski,IN,-0.036050233,0.101760187,-0.061749083,-0.108646988,0.042600742,-0.108269735,0.055373669,0.082541321,0.09042875,0.085851812,0.088140281
18133,Putnam,IN,-0.034969244,0.120125284,-0.106563709,-0.097842722,0.058812015,-0.126040284,0.0990717,0.071699986,0.104923449,0.102665778,0.103794613
18135,Randolph,IN,-0.041840137,0.104052794,-0.077815183,-0.136020792,0.052435013,-0.111062901,0.074736736,0.108513908,0.1022856,0.097574824,0.099930212
18137,Ripley,IN,-0.031078491,0.046931616,-0.048442209,-0.102196241,0.04033318,-0.055465306,0.041935278,0.084078972,0.061691159,0.059040368,0.060365764
18139,Rush,IN,-0.055865218,0.153747918,-0.10714179,-0.104717075,0.070701948,-0.162841422,0.099570451,0.074165693,0.123769587,0.122836497,0.123303042
18141,St. Joseph,IN,-0.004789902,0.095772724,-0.070366194,-0.03524945,0.020555105,-0.098944626,0.065191282,-0.002281821,0.071497676,0.069300681,0.070399179
18143,Scott,IN,-0.058505554,0.040656194,-0.022644774,-0.168188469,0.073027318,-0.051647625,0.019795294,0.146871664,0.087538307,0.083911104,0.085724706
18145,Shelby,IN,-0.069050721,0.115614275,-0.077826561,-0.083726285,0.084724516,-0.123141632,0.067041067,0.051779219,0.096429754,0.096439151,0.096434453
18147,Spencer,IN,-0.022489917,0.099939542,-0.08108465,-0.127154834,0.030903095,-0.106735262,0.075711115,0.091662794,0.09825186,0.090160386,0.094206123
18149,Starke,IN,-0.029224801,0.058630996,-0.06963848,-0.165334322,0.042412519,-0.069706848,0.068705014,0.148876602,0.092937669,0.09035149,0.09164458
18151,Steuben,IN,-0.027146695,0.107533311,-0.08986161,-0.097325971,0.036902959,-0.11098214,0.081610877,0.071564743,0.09486165,0.08924993,0.09205579
18153,Sullivan,IN,-0.065908855,0.08979359,-0.102894395,-0.138046957,0.072789656,-0.101010162,0.096780563,0.125825016,0.100453457,0.10206764,0.101260549
18155,Switzerland,IN,-0.009585489,0.047112503,-0.026979688,-0.17160101,0.023370006,-0.055700905,0.018107445,0.140463776,0.09309799,0.081081328,0.087089659
18157,Tippecanoe,IN,0.004030563,0.154469659,-0.082592629,-0.033063351,0.026182464,-0.154323051,0.06966616,-0.013261083,0.102197425,0.097028964,0.099613195
18159,Tipton,IN,-0.047811184,0.136085898,-0.08501888,-0.118892213,0.059217977,-0.144326911,0.079264866,0.09614255,0.113762774,0.112286658,0.113024716
18161,Union,IN,-0.015293494,0.053091398,-0.037204301,-0.111127905,0.0277023,-0.062040181,0.036666667,0.090677214,0.067655256,0.063300011,0.065477633
18163,Vanderburgh,IN,-0.034126788,0.100508828,-0.069495597,-0.044687149,0.045537107,-0.103792289,0.060963439,0.014494687,0.076424286,0.074608129,0.075516208
18165,Vermillion,IN,-0.020107915,0.073079324,-0.108370373,-0.152767647,0.032036045,-0.082055003,0.098725526,0.129792323,0.099989455,0.093784584,0.09688702
18167,Vigo,IN,-0.021366841,0.1093019,-0.078599016,-0.0942246,0.030646785,-0.113468444,0.071107318,0.065213155,0.092480649,0.086424898,0.089452773
18169,Wabash,IN,-0.043794978,0.105145707,-0.084732126,-0.08451977,0.06040326,-0.112392248,0.077529846,0.057779188,0.090159265,0.089245589,0.089702427
18171,Warren,IN,-0.047968539,0.096545242,-0.090548432,-0.134935048,0.059086084,-0.105956387,0.08375543,0.111878264,0.100340169,0.097838307,0.099089238
18173,Warrick,IN,-0.047120728,0.085053568,-0.073102747,-0.049930079,0.058614761,-0.091902837,0.06463881,0.022685196,0.071835448,0.072674262,0.072254855
18175,Washington,IN,-0.018436003,0.047012522,-0.039470082,-0.132474431,0.036855436,-0.058922352,0.031809237,0.11276976,0.074204291,0.070253613,0.072228952
18177,Wayne,IN,-0.01885899,0.081626548,-0.055512217,-0.090363276,0.032211165,-0.09000531,0.052416648,0.064492915,0.074249468,0.071114223,0.072681846
18179,Wells,IN,-0.042309288,0.084898822,-0.071165169,-0.069503904,0.054668763,-0.091606787,0.065076857,0.043238948,0.074135598,0.073510507,0.073823053
18181,White,IN,-0.052913156,0.133299156,-0.082166365,-0.109627909,0.063224688,-0.140501842,0.070573079,0.082818348,0.109901632,0.106660242,0.108280937
18183,Whitley,IN,-0.042544666,0.098150125,-0.091511866,-0.078167052,0.055649989,-0.104848215,0.082628108,0.043639525,0.086938325,0.084334569,0.085636447
19001,Adair,IA,0.0058667,0.043667548,-0.026762143,-0.150650651,0.009694643,-0.053211843,0.020763547,0.116733238,0.084191989,0.070178866,0.077185427
19003,Adams,IA,0.002033236,0.086584584,-0.036319088,-0.202199448,0.020997067,-0.092290235,0.032932443,0.155299341,0.121225906,0.101229336,0.111227621
19005,Allamakee,IA,0.042241855,0.074155711,-0.050141616,-0.162698768,-0.007260142,-0.079827231,0.050692803,0.120493711,0.106369185,0.085137976,0.09575358
19007,Appanoose,IA,0.026075867,0.006010061,-0.008355752,-0.176905697,-0.006714722,-0.018153292,0.006488766,0.151103647,0.093480534,0.079257185,0.08636886
19009,Audubon,IA,-0.022740221,0.058597628,-0.040248105,-0.149481098,0.040607622,-0.069408811,0.045569797,0.104764582,0.085627441,0.072631965,0.079129703
19011,Benton,IA,-0.002978941,0.014990862,-0.025392679,-0.151430824,0.028419776,-0.022976544,0.024729122,0.099724597,0.07531925,0.050576099,0.062947675
19013,Black Hawk,IA,0.007158655,0.051119992,-0.011829611,-0.092621562,0.012823968,-0.058123156,0.010011543,0.03586799,0.060139332,0.040535642,0.050337487
19015,Boone,IA,-0.01027241,0.026500717,-0.006005076,-0.131780534,0.031177868,-0.038607802,0.003866265,0.071533266,0.069560372,0.046330736,0.057945554
19017,Bremer,IA,0.008926306,0.067720002,-0.03245305,-0.11111647,0.01372883,-0.075517319,0.033877588,0.052508165,0.075157765,0.056700641,0.065929203
19019,Buchanan,IA,-0.000761846,0.04984965,-0.024137471,-0.173840593,0.023090958,-0.057579918,0.022033943,0.115054587,0.096171132,0.070569172,0.083370152
19021,Buena Vista,IA,0.001292142,0.069476311,-0.042712291,-0.096358566,0.029799144,-0.073955272,0.041579173,0.049050548,0.070170355,0.057596893,0.063883624
19023,Butler,IA,-0.005280361,0.067967446,-0.028219667,-0.154116995,0.020260535,-0.07457591,0.027874358,0.110796546,0.092406436,0.075819844,0.08411314
19025,Calhoun,IA,-0.018204423,0.045898066,-0.022709732,-0.156933121,0.036648705,-0.059710379,0.025149752,0.119450833,0.085263571,0.07329516,0.079279365
19027,Carroll,IA,-0.020897647,0.064892728,-0.04698313,-0.14963485,0.037581523,-0.073648895,0.050871438,0.104819356,0.088359763,0.074909034,0.081634399
19029,Cass,IA,-0.005446737,0.08170702,-0.040201768,-0.122844418,0.024484082,-0.090787278,0.040253981,0.082922532,0.084714598,0.074228669,0.079471633
19031,Cedar,IA,0.006343018,0.050512245,-0.024910027,-0.13807243,0.019167815,-0.058503278,0.025608898,0.085598208,0.08054084,0.059108726,0.069824783
19033,Cerro Gordo,IA,-0.004375286,0.051287711,-0.037795254,-0.129496071,0.023040906,-0.058695415,0.036757959,0.080913388,0.075772722,0.058287988,0.067030355
19035,Cherokee,IA,0.008086656,0.014375167,-0.043445406,-0.142303576,0.027638599,-0.023200145,0.04107738,0.099013005,0.072443487,0.05023584,0.061339663
19037,Chickasaw,IA,0.02309408,0.051115508,-0.047810462,-0.195981693,0.000735181,-0.058239977,0.0489596,0.144123051,0.110530892,0.085567893,0.098049393
19039,Clarke,IA,0.010436648,-0.009548159,-0.005081318,-0.165213099,0.006726378,-0.005117235,0.00275331,0.129657163,0.082354289,0.064290166,0.073322227
19041,Clay,IA,-0.02166117,0.054355019,-0.06923157,-0.137145908,0.043542623,-0.051754843,0.063757717,0.099690338,0.080589875,0.064686919,0.072638397
19043,Clayton,IA,0.02212135,0.061349173,-0.051992926,-0.171351361,-0.000325278,-0.0641685,0.049516492,0.12675004,0.102349827,0.080647113,0.09149847
19045,Clinton,IA,0.006121663,0.04795559,-0.001908849,-0.168001816,0.016006185,-0.054902041,8.02751E-05,0.111556867,0.095238512,0.069264107,0.082251309
19047,Crawford,IA,0.011676611,0.071989439,-0.062530317,-0.166993229,0.014922297,-0.080955067,0.067270045,0.133318591,0.102951444,0.090460273,0.096705859
19049,Dallas,IA,-0.027681137,0.048918206,-0.029240786,-0.024420791,0.044293185,-0.058030056,0.031210884,-0.045066568,0.038069225,0.052102947,0.045086086
19051,Davis,IA,-0.008166346,-0.001440072,-0.037504529,-0.151188049,0.027749275,-0.016390929,0.034809863,0.134784723,0.069528306,0.063852283,0.066690294
19053,Decatur,IA,0.012140851,0.020678629,-0.016896049,-0.145619029,0.007492136,-0.028125726,0.015514503,0.106932985,0.077158165,0.057535595,0.06734688
19055,Delaware,IA,0.003353994,0.062844343,-0.030085041,-0.17222881,0.021680441,-0.071395349,0.032265563,0.121818606,0.099827643,0.079004095,0.089415869
19057,Des Moines,IA,0.010562597,0.009110542,-0.022659836,-0.153293779,0.012481106,-0.018486771,0.023764543,0.099705177,0.077676947,0.050179556,0.063928252
19059,Dickinson,IA,-0.017311698,0.033517039,-0.063797899,-0.107939223,0.038416542,-0.037574344,0.060848718,0.070264664,0.060818311,0.048902225,0.054860268
19061,Dubuque,IA,0.010560063,0.032035616,-0.031393445,-0.105688902,0.019015315,-0.038325329,0.029180604,0.053708883,0.060722197,0.038969978,0.049846087
19063,Emmet,IA,-0.001155734,0.046015754,-0.064628176,-0.162330543,0.019624183,-0.049899448,0.061703262,0.122385372,0.090105138,0.072447446,0.081276292
19065,Fayette,IA,0.016663144,0.076943096,-0.022922984,-0.183137044,5.66505E-05,-0.083572501,0.02345576,0.130068757,0.111207129,0.087990751,0.09959894
19067,Floyd,IA,0.003357178,0.063461955,-0.029179019,-0.17237494,0.017685069,-0.081467061,0.043406053,0.122312266,0.100108037,0.084056065,0.092082051
19069,Franklin,IA,-0.005892374,0.076357989,-0.063248627,-0.136422273,0.028491934,-0.080744292,0.058530438,0.092324545,0.090005901,0.074945414,0.082475658
19071,Fremont,IA,-0.017393999,0.088485757,-0.028284014,-0.178420213,0.031758408,-0.093151788,0.026836858,0.131918347,0.109800353,0.092084541,0.100942447
19073,Greene,IA,-0.006672345,0.012616084,-0.00345212,-0.139337819,0.028451134,-0.023060636,0.002159175,0.093814181,0.070590155,0.050260537,0.060425346
19075,Grundy,IA,-0.001652521,0.060239574,-0.030128405,-0.108401704,0.016488652,-0.068895732,0.02766146,0.053330712,0.069982056,0.052989125,0.06148559
19077,Guthrie,IA,-0.019739249,0.012845409,-0.012637037,-0.13509375,0.035430841,-0.028981692,0.012813294,0.092403533,0.065796314,0.050598267,0.05819729
19079,Hamilton,IA,0.017478179,0.030093808,-0.020296777,-0.122801517,3.76687E-05,-0.039533133,0.019067076,0.07659323,0.06933488,0.048319506,0.058827193
19081,Hancock,IA,0.001204775,0.052358093,-0.047533318,-0.15517353,0.020897383,-0.061763761,0.051230886,0.117566153,0.088543926,0.0744005,0.081472213
19083,Hardin,IA,0.005974168,0.047226415,-0.037911813,-0.131353762,0.01292195,-0.057678313,0.037761751,0.090890135,0.076571036,0.061701206,0.069136121
19085,Harrison,IA,-0.0114969,0.090735723,-0.040822861,-0.142832773,0.028295984,-0.093539687,0.039340869,0.101488253,0.096102618,0.081587614,0.088845116
19087,Henry,IA,-0.014186081,0.02739807,-0.003858328,-0.151131299,0.035768647,-0.037735121,0.00499579,0.095292981,0.079124861,0.055953037,0.067538949
19089,Howard,IA,0.016333948,0.065513475,-0.026129337,-0.228065755,0.003797911,-0.067551758,0.022223831,0.186276285,0.12887929,0.107288624,0.118083957
19091,Humboldt,IA,0.006587082,0.020588774,-0.039391541,-0.136201174,0.014914677,-0.025819135,0.035605366,0.100581445,0.070858661,0.052755813,0.061807237
19093,Ida,IA,-0.029248425,0.034990122,-0.049290519,-0.141364258,0.056826419,-0.046555536,0.050072422,0.11097121,0.072903991,0.065526969,0.06921548
19095,Iowa,IA,0.01862011,0.037350879,-0.024288455,-0.121042378,0.012203639,-0.047443216,0.025285673,0.069229234,0.070679294,0.048143703,0.059411498
19097,Jackson,IA,0.017480738,0.047979789,-0.036215489,-0.204579875,0.006439827,-0.054773571,0.03887018,0.157057956,0.112674379,0.089020001,0.10084719
19099,Jasper,IA,0.032139538,0.007890862,-0.002183512,-0.152106151,-0.017792972,-0.018829107,0.002072046,0.099915819,0.083611143,0.056540304,0.070075723
19101,Jefferson,IA,0.162899271,0.045212401,-0.024932103,-0.107605503,0.010213841,-0.055403114,0.017690207,0.056725391,0.114532423,0.046515218,0.08052382
19103,Johnson,IA,0.049363141,0.059112808,-0.032379758,-0.014403248,0.008272248,-0.063370315,0.02781289,-0.038398356,0.045590354,0.041847485,0.043718919
19105,Jones,IA,-0.006446403,0.037867916,-0.014762188,-0.15589066,0.024988629,-0.044141954,0.0114897,0.112678682,0.083962321,0.064921496,0.074441908
19107,Keokuk,IA,-0.022260118,0.051075352,-0.032354651,-0.168126217,0.049451669,-0.063284814,0.034002696,0.140161655,0.091378663,0.083317434,0.087348048
19109,Kossuth,IA,0.000270292,0.062092667,-0.076940129,-0.136012051,0.025123696,-0.068738901,0.077418086,0.103501732,0.08680506,0.076046621,0.081425841
19111,Lee,IA,-0.012736624,0.001708042,-0.003644185,-0.181742675,0.035899244,-0.008402627,0.001655879,0.133378482,0.088626675,0.064673131,0.076649903
19113,Linn,IA,0.014681319,0.054410749,-0.021239474,-0.075675866,0.007459388,-0.06160749,0.017171156,0.011210734,0.055258451,0.036994054,0.046126252
19115,Louisa,IA,-0.027466615,0.045555081,-0.019246102,-0.164485294,0.047235304,-0.052864382,0.016792349,0.125701936,0.088310267,0.073994944,0.081152606
19117,Lucas,IA,-0.014756867,0.019116462,0.005821049,-0.175068597,0.030653648,-0.035197195,0.000260967,0.139374526,0.090312593,0.075368775,0.082840684
19119,Lyon,IA,-0.032216549,0.055851005,-0.050802179,-0.074351907,0.045291628,-0.059567649,0.045630068,0.049388727,0.056832354,0.053201306,0.05501683
19121,Madison,IA,-0.021533788,0.017923409,-0.011032789,-0.119082208,0.041496578,-0.026990102,0.00838017,0.072301126,0.059488453,0.04275096,0.051119706
19123,Mahaska,IA,0.000142707,0.055061347,-0.021224958,-0.140785694,0.013567519,-0.065624716,0.018846661,0.106538131,0.082565066,0.070361014,0.07646304
19125,Marion,IA,-0.004712184,0.042013418,-0.011324396,-0.116735083,0.018252517,-0.054835459,0.0121509,0.059627276,0.067040756,0.047376022,0.057208389
19127,Marshall,IA,0.020549813,0.044477817,0.00080516,-0.112445812,0.000227472,-0.055001415,0.000703762,0.064278489,0.069527181,0.048755767,0.059141474
19129,Mills,IA,-0.01215198,0.076114093,-0.013781541,-0.123398303,0.033660819,-0.082054048,0.010151152,0.073641662,0.081686165,0.066027204,0.073856685
19131,Mitchell,IA,-0.005155233,0.043123736,-0.044532693,-0.158270323,0.020235324,-0.054646923,0.044947362,0.115739684,0.085880313,0.070297753,0.078089033
19133,Monona,IA,0.02022421,0.000843419,-0.035461771,-0.170314843,0.007889493,-0.010442058,0.036513364,0.143190742,0.085916744,0.068708146,0.077312445
19135,Monroe,IA,0.002217385,-0.00384013,-0.012281383,-0.178737009,0.012114735,-0.005179006,0.012586164,0.153553852,0.087253963,0.073986446,0.080620204
19137,Montgomery,IA,0.001043676,0.098154383,-0.057459478,-0.121980028,0.014646503,-0.102071785,0.051157566,0.083991462,0.093463752,0.081107835,0.087285793
19139,Muscatine,IA,0.008559831,0.061355658,-0.001162096,-0.139411911,0.01643835,-0.067196494,-0.003542909,0.08198089,0.08568676,0.06144771,0.073567235
19141,O'Brien,IA,-0.006679562,0.017448636,-0.050613086,-0.090660852,0.025630016,-0.021779485,0.049946989,0.059326605,0.047861836,0.036269016,0.042065426
19143,Osceola,IA,-0.012097054,0.045651028,-0.046092379,-0.113733325,0.02884526,-0.054469292,0.049958959,0.089553222,0.066593279,0.060750864,0.063672071
19145,Page,IA,-0.030543648,0.0999461,-0.025116066,-0.112589552,0.04790663,-0.106367108,0.022721107,0.080422684,0.087679398,0.081841135,0.084760267
19147,Palo Alto,IA,-0.00413721,0.027066597,-0.067509996,-0.140434766,0.029739785,-0.03780231,0.066981191,0.11081255,0.074098061,0.062921113,0.068509587
19149,Plymouth,IA,0.004205214,0.019940288,-0.048420432,-0.102818094,0.027329468,-0.018407398,0.043256784,0.070028306,0.0556574,0.037090869,0.046374134
19151,Pocahontas,IA,0.003221365,0.026322119,-0.071037719,-0.128569054,0.024548249,-0.03292921,0.061211876,0.104848406,0.070826572,0.058341921,0.064584246
19153,Polk,IA,0.0041834,0.045035433,-0.003056148,-0.04388279,0.01403897,-0.054694173,0.001594606,-0.016092323,0.036420831,0.029942109,0.03318147
19155,Pottawattamie,IA,-0.022992916,0.078635913,-0.018506065,-0.1046158,0.042274945,-0.085411519,0.014953182,0.05602491,0.074968597,0.063903311,0.069435954
19157,Poweshiek,IA,0.029596352,0.050442143,-0.013151791,-0.099332854,0.0024903,-0.059363837,0.010850014,0.05949133,0.066325337,0.048791606,0.057558472
19159,Ringgold,IA,7.00687E-05,-0.003272538,-0.00332107,-0.178161644,0.019173949,-0.006706254,0.005344762,0.147452353,0.08800788,0.07154314,0.07977551
19161,Sac,IA,-0.004877781,0.034297739,-0.045409044,-0.157389944,0.030502073,-0.04673623,0.049441036,0.12570924,0.082701534,0.070824425,0.07676298
19163,Scott,IA,0.00107966,0.057275371,-0.005314693,-0.092127458,0.018225498,-0.062007056,0.00274023,0.03028663,0.061685756,0.041121433,0.051403595
19165,Shelby,IA,-0.009549269,0.090596148,-0.062827408,-0.119931685,0.029826674,-0.097557172,0.062746304,0.081502279,0.089523552,0.080670106,0.085096829
19167,Sioux,IA,-0.009871297,0.045498374,-0.025831866,-0.029581925,0.025546063,-0.049191055,0.022860122,-0.019759109,0.034698903,0.035962272,0.035330587
19169,Story,IA,0.027492129,0.048281817,-0.014501656,-0.048092576,0.00736537,-0.05841329,0.009299975,-0.03309985,0.043076361,0.032903407,0.037989884
19171,Tama,IA,0.012029932,0.055059155,-0.024780349,-0.163605298,0.009908781,-0.063417687,0.022836463,0.11350958,0.09465512,0.072595725,0.083625423
19173,Taylor,IA,-0.010301289,0.052665613,-0.023773154,-0.171121342,0.026413696,-0.067055011,0.03087245,0.134993119,0.094712013,0.082563167,0.08863759
19175,Union,IA,0.017009523,0.048181885,0.003127479,-0.181266555,0.006270553,-0.058803275,0.001579549,0.132206309,0.103744669,0.080265456,0.092005062
19177,Van Buren,IA,0.004378332,0.019733115,-0.035665117,-0.155534227,0.010248539,-0.025938189,0.027869794,0.131318873,0.079355468,0.067456658,0.073406063
19179,Wapello,IA,-0.005707609,0.007459313,-0.004303383,-0.180068881,0.026105235,-0.024866514,0.012259786,0.144784546,0.089803437,0.073369641,0.081586539
19181,Warren,IA,-0.019006117,0.028883615,-0.012935129,-0.100042357,0.037936573,-0.039377261,0.012510791,0.042023677,0.053894602,0.037450074,0.045672338
19183,Washington,IA,-0.002451586,0.056621036,-0.021711473,-0.104047733,0.028435768,-0.06543648,0.011663743,0.05937496,0.066402805,0.053110916,0.059756861
19185,Wayne,IA,0.009832122,0.01521592,-0.023989817,-0.186821487,0.001670929,-0.027976166,0.020694284,0.157879428,0.095182241,0.082347238,0.088764739
19187,Webster,IA,0.015816569,0.021316947,-0.013118445,-0.15964282,0.001512808,-0.031528154,0.013652215,0.113947032,0.085173897,0.062678991,0.073926444
